year,month,day,title,file
2023,11,11,Israel is bombing hospitals in Gaza with Israeli doctors’ approval,data_in/articles\2023-11-11_2404.txt
2023,11,11,‘We are minutes away from death’: Gaza’s al-Shifa Hospital under attack,data_in/articles\2023-11-11_2405.txt
2023,11,11,Analysis: Can the next UN vote stop Israel’s war on Gaza?,data_in/articles\2023-11-11_2406.txt
2023,11,11,Arab-Islamic summit rejects justifying Gaza war as Israeli self-defence,data_in/articles\2023-11-11_2407.txt
2023,11,11,US media on Israel-Gaza: What’s lacking?,data_in/articles\2023-11-11_2408.txt
2023,11,11,Abu Saher al-Maghari: The man who shrouds the dead in Gaza,data_in/articles\2023-11-11_2409.txt
2023,11,11,France’s Macron urges Israel to stop bombing and killing civilians in Gaza,data_in/articles\2023-11-11_2410.txt
2023,11,11,Could Israel’s war on Gaza boost arms sales?,data_in/articles\2023-11-11_2411.txt
2023,11,11,"Israeli forces close in on al-Shifa Hospital, trapping thousands",data_in/articles\2023-11-11_2412.txt
2023,11,11,"Q&A: Bali bomber on crime, punishment, and what motivated deadly attack",data_in/articles\2023-11-11_2413.txt
2023,11,11,Israel-Gaza war live: Israeli tanks 20 metres from al-Quds hospital,data_in/articles\2023-11-11_2414.txt
2023,11,12,Who will foot the bill for the devastation of Gaza by Israel?,data_in/articles\2023-11-12_2380.txt
2023,11,12,Gaza’s al-Quds Hospital ceases operations amid Israeli attacks,data_in/articles\2023-11-12_2381.txt
2023,11,12,Five US military service members killed in Mediterranean plane crash,data_in/articles\2023-11-12_2382.txt
2023,11,12,Israeli jets strike south Lebanon after Hezbollah attack,data_in/articles\2023-11-12_2383.txt
2023,11,12,How America’s bloodthirsty journalism cheers on Israel’s war on Gaza,data_in/articles\2023-11-12_2384.txt
2023,11,12,"In this relentless war, oh how I miss my students",data_in/articles\2023-11-12_2385.txt
2023,11,12,"Israeli strikes in Gaza kill at least 13, destroy al-Shifa’s cardiac ward",data_in/articles\2023-11-12_2386.txt
2023,11,12,How are Gaza casualty updates affected by Israeli attacks on hospitals?,data_in/articles\2023-11-12_2387.txt
2023,11,12,Palestinians in Lebanon disappointed that Hezbollah won’t escalate,data_in/articles\2023-11-12_2388.txt
2023,11,12,"Israel-Hamas war: List of key events, day 37",data_in/articles\2023-11-12_2389.txt
2023,11,12,Genocide in Gaza: A call to urgent global action,data_in/articles\2023-11-12_2390.txt
2023,11,12,"Israeli raids kill 3 more Palestinians in West Bank, health officials say",data_in/articles\2023-11-12_2391.txt
2023,11,12,Indonesian staff at Gaza hospital ‘resigned to fate’ as Israelis close in,data_in/articles\2023-11-12_2392.txt
2023,11,12,Israel-Hamas war updates: Snipers targeting those sheltering in al-Shifa,data_in/articles\2023-11-12_2393.txt
2023,11,13,At least two killed in Israeli strike on southern Lebanon as tensions soar,data_in/articles\2023-11-13_2356.txt
2023,11,13,UNRWA says fuel shortage will shut down aid work in Gaza within 48 hours,data_in/articles\2023-11-13_2357.txt
2023,11,13,"Palestinians face food, water shortages in southern Gaza",data_in/articles\2023-11-13_2358.txt
2023,11,13,‘Not just a number’: A protest and a funeral in the West Bank,data_in/articles\2023-11-13_2359.txt
2023,11,13,What does David Cameron’s return to UK politics mean for the Middle East?,data_in/articles\2023-11-13_2360.txt
2023,11,13,UK minister Suella Braverman fired: Here’s what to know,data_in/articles\2023-11-13_2361.txt
2023,11,13,‘Patients are dying’: What we know about Gaza hospitals under Israeli siege,data_in/articles\2023-11-13_2362.txt
2023,11,13,"In a flash, Melissa Joudah lost 60 family members and use of her legs",data_in/articles\2023-11-13_2363.txt
2023,11,13,"‘Bring Hersh Home’: Football club waits for Israeli ‘leftie’, Hamas captive",data_in/articles\2023-11-13_2364.txt
2023,11,13,"As Israel-Hamas war flares, chaos grips Britain with Braverman sacked",data_in/articles\2023-11-13_2365.txt
2023,11,13,Death and disease as Israeli troops approach Gaza’s al-Shifa Hospital,data_in/articles\2023-11-13_2366.txt
2023,11,13,What is a ‘human shield’ and why is Israel using the term in Gaza?,data_in/articles\2023-11-13_2367.txt
2023,11,13,"Gaza’s Aqsa hospital warns patients, babies may end up in mass graves soon",data_in/articles\2023-11-13_2368.txt
2023,11,13,Bombing Gaza won’t bring Israel victory,data_in/articles\2023-11-13_2369.txt
2023,11,13,Never forget is now,data_in/articles\2023-11-13_2370.txt
2023,11,13,‘Very risky’: Israel faces months-long campaign against Hamas Gaza tunnels,data_in/articles\2023-11-13_2371.txt
2023,11,13,UK’s Braverman sacked following pro-Palestinian protests comments,data_in/articles\2023-11-13_2372.txt
2023,11,13,"Israel-Hamas war: List of key events, day 38",data_in/articles\2023-11-13_2373.txt
2023,11,13,More death and destruction in Gaza as Israeli attacks continue,data_in/articles\2023-11-13_2374.txt
2023,11,13,Rabbi helps occupied West Bank farmers amid rising Israeli settler violence,data_in/articles\2023-11-13_2375.txt
2023,11,13,Indonesian President Joko Widodo heads to US amid Gaza tensions,data_in/articles\2023-11-13_2376.txt
2023,11,13,"More than 180,000 join marches against anti-Semitism in France",data_in/articles\2023-11-13_2377.txt
2023,11,13,Gaza’s two biggest hospitals cease operations as WHO warns of rising deaths,data_in/articles\2023-11-13_2378.txt
2023,11,13,Israel-Hamas war updates: Palestinians killed in Israeli attack on Jabalia,data_in/articles\2023-11-13_2379.txt
2023,11,14,Yemen’s Houthis say they fired ballistic missiles towards Israel,data_in/articles\2023-11-14_2333.txt
2023,11,14,Rains increase suffering of those living in makeshift tents in south Gaza,data_in/articles\2023-11-14_2334.txt
2023,11,14,Why are Gaza’s hospitals under relentless Israeli attack?,data_in/articles\2023-11-14_2335.txt
2023,11,14,Gaza’s al-Shifa Hospital forced to bury dead patients in ‘mass grave’,data_in/articles\2023-11-14_2336.txt
2023,11,14,US announces third round of sanctions targeting Hamas,data_in/articles\2023-11-14_2337.txt
2023,11,14,"Unverified rumours of Russia arming Hamas persist, as war rages in Gaza",data_in/articles\2023-11-14_2338.txt
2023,11,14,Yanis Varoufakis on Israel-Gaza: ‘We Europeans have created this’,data_in/articles\2023-11-14_2339.txt
2023,11,14,The Take: What can protests do to block military aid from the US to Israel?,data_in/articles\2023-11-14_2340.txt
2023,11,14,"Hezbollah’s strategic calculation: Israel, Gaza and the domestic equation",data_in/articles\2023-11-14_2341.txt
2023,11,14,US and Iran-backed groups trade fire in Syria. Will it get worse?,data_in/articles\2023-11-14_2342.txt
2023,11,14,Israeli minister supports ‘voluntary migration’ of Palestinians in Gaza,data_in/articles\2023-11-14_2343.txt
2023,11,14,"Out of medicines, care: Gaza’s cancer patients face death amid Israel war",data_in/articles\2023-11-14_2344.txt
2023,11,14,"Amid the ruins, Palestinians struggle to survive in Gaza",data_in/articles\2023-11-14_2345.txt
2023,11,14,Israel’s attacks on hospitals ‘should be investigated as war crimes’: HRW,data_in/articles\2023-11-14_2346.txt
2023,11,14,US President Biden sued for ‘complicity’ in Israel’s ‘genocide’ in Gaza,data_in/articles\2023-11-14_2347.txt
2023,11,14,Gaza war pushes tumultuous Israel-Turkey ties into ‘deep freezer’,data_in/articles\2023-11-14_2348.txt
2023,11,14,"Israel-Hamas war: List of key events, day 39",data_in/articles\2023-11-14_2349.txt
2023,11,14,Indonesian President Joko Widodo urges Biden to help end Gaza ‘atrocities’,data_in/articles\2023-11-14_2350.txt
2023,11,14,Canadian peace activist Vivian Silver confirmed killed in Hamas attacks,data_in/articles\2023-11-14_2351.txt
2023,11,14,Biden says Gaza hospital must be protected as tanks close in,data_in/articles\2023-11-14_2352.txt
2023,11,14,Anti-Palestinian sentiment rises amid bipartisan US support for Israel,data_in/articles\2023-11-14_2353.txt
2023,11,14,"Indonesians boycott McDonald’s, Starbucks over support for Israel",data_in/articles\2023-11-14_2354.txt
2023,11,14,Israel-Hamas war updates: Israel says it will raid al-Shifa – Ministry,data_in/articles\2023-11-14_2355.txt
2023,11,15,UN Security Council adopts resolution for ‘humanitarian pauses’ in Gaza,data_in/articles\2023-11-15_2305.txt
2023,11,15,US ‘did not give OK’ for Israeli raid of al-Shifa hospital in Gaza,data_in/articles\2023-11-15_2306.txt
2023,11,15,"Turkey’s Erdogan calls Israel a ‘terror state’, criticises the West",data_in/articles\2023-11-15_2307.txt
2023,11,15,Can Biden pressure Israel for a ceasefire in Gaza?,data_in/articles\2023-11-15_2308.txt
2023,11,15,Gaza telecom companies warn of coming blackout amid Israeli attacks,data_in/articles\2023-11-15_2309.txt
2023,11,15,S Africa: World must urge Israel to stop ‘crime against humanity’ in Gaza,data_in/articles\2023-11-15_2310.txt
2023,11,15,Why is Gaza’s al-Shifa Hospital so important for the Israeli army?,data_in/articles\2023-11-15_2311.txt
2023,11,15,‘Hospitals are not battlegrounds’: World reacts to Israel’s al-Shifa raid,data_in/articles\2023-11-15_2312.txt
2023,11,15,"The Take: Detained, tortured and banned – Workers from Gaza in Israel",data_in/articles\2023-11-15_2313.txt
2023,11,15,"She lost her home, had to send her kids away, but keeps reporting on Gaza",data_in/articles\2023-11-15_2314.txt
2023,11,15,First fuel truck since start of Israel-Hamas war enters Gaza,data_in/articles\2023-11-15_2315.txt
2023,11,15,‘From the river to the sea’ and the decolonisation of our collective future,data_in/articles\2023-11-15_2316.txt
2023,11,15,‘Terror’ amid Israel’s raid on Gaza’s al-Shifa Hospital,data_in/articles\2023-11-15_2317.txt
2023,11,15,Belize joins diplomatic backlash against Israel over Gaza bombardment,data_in/articles\2023-11-15_2318.txt
2023,11,15,Lawyers for Gaza victims file case at International Criminal Court,data_in/articles\2023-11-15_2319.txt
2023,11,15,‘Informed solidarity’: Why India’s Kerala saw mass rallies for Palestinians,data_in/articles\2023-11-15_2320.txt
2023,11,15,Israel’s raid on Gaza’s al-Shifa Hospital: Here’s what you need to know,data_in/articles\2023-11-15_2321.txt
2023,11,15,Can the US have an honest debate about Palestine and Israel?,data_in/articles\2023-11-15_2322.txt
2023,11,15,"As Israel’s war on Gaza rages, humanitarian crisis worsens",data_in/articles\2023-11-15_2323.txt
2023,11,15,Canada’s Justin Trudeau tells Israel to end ‘killing of babies’,data_in/articles\2023-11-15_2324.txt
2023,11,15,"Israel-Hamas war: List of key events, day 40",data_in/articles\2023-11-15_2325.txt
2023,11,15,Analysis: Israel’s ‘war on hospitals’ vs Hamas military exaggerations,data_in/articles\2023-11-15_2326.txt
2023,11,15,Thousands trapped as Israeli forces raid Gaza’s al-Shifa Hospital,data_in/articles\2023-11-15_2327.txt
2023,11,15,Hamas blames US for giving Israel ‘green light’ to raid al-Shifa Hospital,data_in/articles\2023-11-15_2328.txt
2023,11,15,"‘No ceasefire’: Israel supporters gather in Washington, DC, amid Gaza war",data_in/articles\2023-11-15_2329.txt
2023,11,15,"Tens of thousands join rally for Israel in Washington, DC",data_in/articles\2023-11-15_2330.txt
2023,11,15,Q&A: Australian senator Mehreen Faruqi says she won’t ‘shut up’ on Gaza,data_in/articles\2023-11-15_2331.txt
2023,11,15,Israel-Hamas war updates: Israel raids Gaza’s al-Shifa Hospital,data_in/articles\2023-11-15_2332.txt
2023,11,16,"Israel-Gaza: Indonesian Hospital ‘out of service’, inundated with wounded",data_in/articles\2023-11-16_2277.txt
2023,11,16,Jordan says it won’t sign energy and water exchange deal with Israel,data_in/articles\2023-11-16_2278.txt
2023,11,16,Critics reject Israeli claim al-Shifa Hospital used as Hamas command centre,data_in/articles\2023-11-16_2279.txt
2023,11,16,Israel orders evacuation in parts of southern Gaza amid fears of escalation,data_in/articles\2023-11-16_2280.txt
2023,11,16,UN Palestinian agency says ‘deliberate attempt to strangle’ Gaza operations,data_in/articles\2023-11-16_2281.txt
2023,11,16,The Occupied West Bank: The Other Front,data_in/articles\2023-11-16_2282.txt
2023,11,16,Telecommunications cut off in Gaza after fuel runs out amid Israeli siege,data_in/articles\2023-11-16_2283.txt
2023,11,16,"German police raid Islamic centre over alleged ties to Iran, Hezbollah",data_in/articles\2023-11-16_2284.txt
2023,11,16,Israeli forces kill three Palestinians after alleged West Bank attack,data_in/articles\2023-11-16_2285.txt
2023,11,16,Is Israel using communication blackouts in Gaza as a weapon of war?,data_in/articles\2023-11-16_2286.txt
2023,11,16,Live on TikTok: Cousin of Palestinian activist beaten by Israeli soldiers,data_in/articles\2023-11-16_2287.txt
2023,11,16,Are Israel and Hamas nearing a ‘hostage’ deal? What to know,data_in/articles\2023-11-16_2288.txt
2023,11,16,"In Gaza, Ahmad lost his family then his legs to Israel’s bombing",data_in/articles\2023-11-16_2289.txt
2023,11,16,The Take: The Hamas tunnels and al-Shifa Hospital,data_in/articles\2023-11-16_2290.txt
2023,11,16,S Africa’s ruling ANC to back opposition motion to close Israeli embassy,data_in/articles\2023-11-16_2291.txt
2023,11,16,"Escape from al-Shifa: How a Gaza medic dodged Israeli patrols, snipers",data_in/articles\2023-11-16_2292.txt
2023,11,16,2026 World Cup qualifier: Football ‘can bring joy’ to Lebanon amid Gaza war,data_in/articles\2023-11-16_2293.txt
2023,11,16,Middle East Roundup: Is Shifa Hospital really a Hamas ops hub?,data_in/articles\2023-11-16_2294.txt
2023,11,16,Israel’s opposition leader calls on Netanyahu to resign over Hamas attack,data_in/articles\2023-11-16_2295.txt
2023,11,16,US Capitol police clash with protesters calling for Gaza war ceasefire,data_in/articles\2023-11-16_2296.txt
2023,11,16,What has Israel ‘found’ in Gaza’s al-Shifa Hospital?,data_in/articles\2023-11-16_2297.txt
2023,11,16,‘Terrifying’: Death and despair continue in Gaza as Israeli attacks rage on,data_in/articles\2023-11-16_2298.txt
2023,11,16,More than 50 UK Labour MPs break ranks to vote for Gaza ceasefire,data_in/articles\2023-11-16_2299.txt
2023,11,16,Israel raids Gaza’s al-Shifa Hospital for second day,data_in/articles\2023-11-16_2300.txt
2023,11,16,"Israel-Hamas war: List of key events, day 41",data_in/articles\2023-11-16_2301.txt
2023,11,16,Western donors cut off funding to Arab groups amid Israel’s war,data_in/articles\2023-11-16_2302.txt
2023,11,16,Biden to Netanyahu: ‘Occupying’ Gaza would be a ‘big mistake’,data_in/articles\2023-11-16_2303.txt
2023,11,16,Israel-Hamas war updates: Gaza hospitals buckle under Israeli attacks,data_in/articles\2023-11-16_2304.txt
2023,11,17,‘Pipe dream’: Why is the US pushing the Palestinian Authority to lead Gaza?,data_in/articles\2023-11-17_2256.txt
2023,11,17,Erdogan in tense talks in Germany as divisions over Gaza war deepen,data_in/articles\2023-11-17_2257.txt
2023,11,17,‘Minimal’ fuel to be allowed into Gaza after UN warns of starvation risk,data_in/articles\2023-11-17_2258.txt
2023,11,17,Can the UN Security Council stop Israel’s war on Gaza?,data_in/articles\2023-11-17_2259.txt
2023,11,17,More than 20 patients die at Gaza’s al-Shifa Hospital amid Israeli raid,data_in/articles\2023-11-17_2260.txt
2023,11,17,"As Israel bombs Gaza, Ireland’s enduring support of Palestine gets stronger",data_in/articles\2023-11-17_2261.txt
2023,11,17,Dirty secret of Israel’s weapons exports: They’re tested on Palestinians,data_in/articles\2023-11-17_2262.txt
2023,11,17,Israel-Gaza war: The dangers of weaponising anti-Semitism,data_in/articles\2023-11-17_2263.txt
2023,11,17,"When it comes to Palestine, the Philippines is on the wrong side of history",data_in/articles\2023-11-17_2264.txt
2023,11,17,‘Starvation and disease’ stalk Gaza as fuel shortages block aid: Agencies,data_in/articles\2023-11-17_2265.txt
2023,11,17,Does Israel have the right to self-defence in Gaza?,data_in/articles\2023-11-17_2266.txt
2023,11,17,"‘We’re alive’, then dead silence: A Gaza family trapped in Israel’s war",data_in/articles\2023-11-17_2267.txt
2023,11,17,"Israeli forces raid Jenin, surround Ibn Sina hospital in occupied West Bank",data_in/articles\2023-11-17_2268.txt
2023,11,17,"Israel-Hamas war: List of key events, day 42",data_in/articles\2023-11-17_2269.txt
2023,11,17,Israel ‘not successful’ in minimising Gaza civilian casualties: Netanyahu,data_in/articles\2023-11-17_2270.txt
2023,11,17,People across the world protest against Israel’s war on Gaza,data_in/articles\2023-11-17_2271.txt
2023,11,17,Analysis: What’s Israel’s next target after Gaza’s al-Shifa Hospital?,data_in/articles\2023-11-17_2272.txt
2023,11,17,Fact or Fiction: Israel needs fake nurses to justify killing Gaza babies,data_in/articles\2023-11-17_2273.txt
2023,11,17,"Body of Hamas captive Yehudit Weiss found near Gaza hospital, Israel says",data_in/articles\2023-11-17_2274.txt
2023,11,17,US’ Blinken urges Israel to stop settler violence in West Bank,data_in/articles\2023-11-17_2275.txt
2023,11,17,Israel-Hamas war updates: Aid groups warn Israel’s siege strangling Gaza,data_in/articles\2023-11-17_2276.txt
2023,11,18,"Hamas had not planned to attack music festival, Israeli report says",data_in/articles\2023-11-18_2236.txt
2023,11,18,"Biden writes two different letters on Gaza war, reflecting his US audience",data_in/articles\2023-11-18_2237.txt
2023,11,18,No end to Palestinian suffering with no end to Israel’s war on Gaza,data_in/articles\2023-11-18_2238.txt
2023,11,18,"Families of Israeli captives arrive in Jerusalem, rally at PM’s office",data_in/articles\2023-11-18_2239.txt
2023,11,18,"Thousands rally across Iran to protest Gaza deaths, slam Israel and US",data_in/articles\2023-11-18_2240.txt
2023,11,18,Wounded Palestinian children evacuated from Gaza to UAE,data_in/articles\2023-11-18_2241.txt
2023,11,18,Is Biden’s stance on Israel out of sync with mainstream America?,data_in/articles\2023-11-18_2242.txt
2023,11,18,Many killed in Israeli attacks on two schools in northern Gaza,data_in/articles\2023-11-18_2243.txt
2023,11,18,‘A lot of discontent’: Netanyahu alone as Israel turns on wartime PM,data_in/articles\2023-11-18_2244.txt
2023,11,18,IMF could augment Egypt’s loan programme over effects of Gaza war,data_in/articles\2023-11-18_2245.txt
2023,11,18,Gaza’s food is running out amid Israel’s ‘war of starvation’,data_in/articles\2023-11-18_2246.txt
2023,11,18,Israel agrees to allow ‘minimal’ two trucks of fuel a day into Gaza,data_in/articles\2023-11-18_2247.txt
2023,11,18,Israeli air strikes kill 28 Palestinians in southern Gaza,data_in/articles\2023-11-18_2248.txt
2023,11,18,How hospitals became ‘fair game’ in Israel’s war on Gaza,data_in/articles\2023-11-18_2249.txt
2023,11,18,"‘Scream to the world, stop genocide’: Indonesian medics rally for Gaza",data_in/articles\2023-11-18_2250.txt
2023,11,18,"Letter to my baby: In Gaza, I’m sorry I dreamt of a better future",data_in/articles\2023-11-18_2251.txt
2023,11,18,"Panic as Gaza’s al-Shifa evacuates, Israel army denies ordering it to do so",data_in/articles\2023-11-18_2252.txt
2023,11,18,What’s the impact of the war on Gaza on the Palestinian economy?,data_in/articles\2023-11-18_2253.txt
2023,11,18,‘Killing babies won’t bring our babies back’: Kin of Israeli Hamas victims,data_in/articles\2023-11-18_2254.txt
2023,11,18,Israel-Hamas war updates: Dozens killed in Israeli strikes on Gaza schools,data_in/articles\2023-11-18_2255.txt
2023,11,19,Israeli army says it found a 55-metre tunnel under Gaza’s al-Shifa Hospital,data_in/articles\2023-11-19_2223.txt
2023,11,19,Could Israel’s war on Gaza provoke regional instability?,data_in/articles\2023-11-19_2224.txt
2023,11,19,When will Israeli army explain inconsistencies in al-Shifa Hospital videos?,data_in/articles\2023-11-19_2225.txt
2023,11,19,‘Saw death in every colour’: Palestinians fleeing north Gaza recount horror,data_in/articles\2023-11-19_2226.txt
2023,11,19,Yemen’s Houthi rebels seize cargo ship in Red Sea,data_in/articles\2023-11-19_2227.txt
2023,11,19,Israel’s slaughter of Palestinian children must end,data_in/articles\2023-11-19_2228.txt
2023,11,19,Iran unveils upgraded hypersonic missile as Khamenei touts Israel ‘failure’,data_in/articles\2023-11-19_2229.txt
2023,11,19,Babies evacuated from al-Shifa Hospital to southern Gaza amid Israel war,data_in/articles\2023-11-19_2230.txt
2023,11,19,‘Boycott Israel’ breathes new life into 100-year-old Egyptian soda brand,data_in/articles\2023-11-19_2231.txt
2023,11,19,"Diseases spread in Gaza amid water and sewage crisis, cholera feared",data_in/articles\2023-11-19_2232.txt
2023,11,19,"When it comes to the Israeli-led ‘war on terror’, follow the money",data_in/articles\2023-11-19_2233.txt
2023,11,19,"‘Horrifying’: Dozens reported killed in Israeli attacks on camps, schools",data_in/articles\2023-11-19_2234.txt
2023,11,19,‘Giving up is not an option’: Volunteer doctors at Al-Aqsa Martyrs Hospital,data_in/articles\2023-11-19_2235.txt
2023,11,20,What’s the impact of the Houthis hijacking a ship in the Red Sea?,data_in/articles\2023-11-20_2199.txt
2023,11,20,Premature babies evacuated from Gaza to Egypt amid Israeli attacks,data_in/articles\2023-11-20_2200.txt
2023,11,20,Group of 28 premature Gaza babies evacuated to Egypt amid Israeli attacks,data_in/articles\2023-11-20_2201.txt
2023,11,20,"Analysis: Can the US, Israel stop Yemen’s Houthis from seizing more ships?",data_in/articles\2023-11-20_2202.txt
2023,11,20,What Israel’s video of ‘Hamas tunnel’ under al-Shifa tells us,data_in/articles\2023-11-20_2203.txt
2023,11,20,Israel targets Gaza’s Indonesian Hospital: Here is what’s to know,data_in/articles\2023-11-20_2204.txt
2023,11,20,Getting away with a call to genocide in Gaza,data_in/articles\2023-11-20_2205.txt
2023,11,20,Families of Gaza captives reject talk of death penalty for Hamas detainees,data_in/articles\2023-11-20_2206.txt
2023,11,20,"In Brazil’s favelas, activists find common ground with Palestinians in Gaza",data_in/articles\2023-11-20_2207.txt
2023,11,20,"Israel, Gaza, and the mass production of myths for mass media",data_in/articles\2023-11-20_2208.txt
2023,11,20,"The Take: Piles of corpses, dying babies – al-Shifa Hospital’s catastrophe",data_in/articles\2023-11-20_2209.txt
2023,11,20,Amid Israel’s attacks Gaza’s traumatised children need psychological aid,data_in/articles\2023-11-20_2210.txt
2023,11,20,Russian diplomacy leverages Israel-Hamas war for moral high ground,data_in/articles\2023-11-20_2211.txt
2023,11,20,"Why does Israel target Palestinian hospitals? Psyops, say analysts",data_in/articles\2023-11-20_2212.txt
2023,11,20,Israeli tanks besiege Gaza’s Indonesian Hospital,data_in/articles\2023-11-20_2213.txt
2023,11,20,Japan seeking talks with Houthi hijackers of Red Sea Israeli-linked ship,data_in/articles\2023-11-20_2214.txt
2023,11,20,UK Labour’s failure to call for a Gaza ceasefire is not surprising,data_in/articles\2023-11-20_2215.txt
2023,11,20,Better than a tent: The Gaza family living in ruins of their bombed home,data_in/articles\2023-11-20_2216.txt
2023,11,20,"World Children’s Day tragedy: Gaza’s 5,500 lives lost to Israel’s attacks",data_in/articles\2023-11-20_2217.txt
2023,11,20,"Israel-Hamas war: List of key events, day 45",data_in/articles\2023-11-20_2218.txt
2023,11,20,China-Middle East summit told ‘Israel seeks to end Palestinians’ presence’,data_in/articles\2023-11-20_2219.txt
2023,11,20,Macron tells Netanyahu ‘too many civilian losses’ in Israel’s war on Gaza,data_in/articles\2023-11-20_2220.txt
2023,11,20,Qatar PM says only ‘minor’ challenges to Israel-Hamas captive deal,data_in/articles\2023-11-20_2221.txt
2023,11,20,Israel-Hamas war updates: US says captive release deal ‘closer than ever’,data_in/articles\2023-11-20_2222.txt
2023,11,21,US considers redesignating Houthis as ‘terror’ group after ship seizure,data_in/articles\2023-11-21_2181.txt
2023,11,21,Palestinians in Israel also face a Nakba,data_in/articles\2023-11-21_2182.txt
2023,11,21,Intense Israeli air strikes hit Gaza amid growing signs of truce,data_in/articles\2023-11-21_2183.txt
2023,11,21,BRICS condemns Israel war on Gaza in signal to the West,data_in/articles\2023-11-21_2184.txt
2023,11,21,"South Africa lawmakers vote to suspend Israel ties, close embassy",data_in/articles\2023-11-21_2185.txt
2023,11,21,The Take: The genocide lawsuit against Joe Biden over Israel-Gaza war,data_in/articles\2023-11-21_2186.txt
2023,11,21,‘Israel’s army tanks are here. We are facing imminent death in Gaza City’,data_in/articles\2023-11-21_2187.txt
2023,11,21,A Letter: The atmosphere of fear at Cornell University must end,data_in/articles\2023-11-21_2188.txt
2023,11,21,Hospitals in northern Gaza completely out of service: Health official,data_in/articles\2023-11-21_2189.txt
2023,11,21,Have the US and Israel agreed on Gaza’s future?,data_in/articles\2023-11-21_2190.txt
2023,11,21,Israeli strike kills three journalists near Lebanon border,data_in/articles\2023-11-21_2191.txt
2023,11,21,"Israel-Hamas war: List of key events, day 46",data_in/articles\2023-11-21_2192.txt
2023,11,21,"Hamas, Israel leaders suggest deal is ‘close’ on captives, Gaza truce",data_in/articles\2023-11-21_2193.txt
2023,11,21,Analysis: How Israel could gain from a pause in the Gaza war,data_in/articles\2023-11-21_2194.txt
2023,11,21,"As people run out of fuel in Gaza, clay ovens are back in demand",data_in/articles\2023-11-21_2195.txt
2023,11,21,Keeping Gaza online: Telecom heroes risk life and limb under Israel’s bombs,data_in/articles\2023-11-21_2196.txt
2023,11,21,"Why Singapore is ‘friend of all, enemy of none’ in Israel-Gaza war",data_in/articles\2023-11-21_2197.txt
2023,11,21,Israel-Hamas war updates: Israeli gov’t meets to vote on Gaza truce deal,data_in/articles\2023-11-21_2198.txt
2023,11,22,Dozens from same family killed in Gaza as Israel continues bombardment,data_in/articles\2023-11-22_2155.txt
2023,11,22,What does the Israel-Hamas deal mean for Gaza?,data_in/articles\2023-11-22_2156.txt
2023,11,22,"Chocolate cake, loving parents await Palestinian teen Israel might free",data_in/articles\2023-11-22_2157.txt
2023,11,22,"Hamas deal divides Israel politicians, seen as ‘great harm’, ‘painful’",data_in/articles\2023-11-22_2158.txt
2023,11,22,"Switzerland moves to ban Hamas, backs Israel’s ‘right to self-defence’",data_in/articles\2023-11-22_2159.txt
2023,11,22,"Israeli failures, US charades and a negotiated truce",data_in/articles\2023-11-22_2160.txt
2023,11,22,Why has India’s Narendra Modi strengthened ties with Israel?,data_in/articles\2023-11-22_2161.txt
2023,11,22,"Anxious, optimistic: Families of female Palestinian prisoners await release",data_in/articles\2023-11-22_2162.txt
2023,11,22,Behind the scenes: How the Israel-Hamas truce deal came together,data_in/articles\2023-11-22_2163.txt
2023,11,22,"Israel-Hamas deal: Which captives, Palestinian prisoners could be freed?",data_in/articles\2023-11-22_2164.txt
2023,11,22,"Israel-Gaza: ‘We all have 13,000 deaths on our conscience’",data_in/articles\2023-11-22_2165.txt
2023,11,22,"Diaspora Palestinians in Greece fear for relatives in Gaza, long for peace",data_in/articles\2023-11-22_2166.txt
2023,11,22,Analysis: A pause in fighting – what’s in it for Hamas?,data_in/articles\2023-11-22_2167.txt
2023,11,22,Ex-Obama adviser says more Palestinian kids should die in Islamophobic rant,data_in/articles\2023-11-22_2168.txt
2023,11,22,"US General Petraeus: Israel’s war on Gaza to last for ‘months, not weeks’",data_in/articles\2023-11-22_2169.txt
2023,11,22,‘Terrorism’: Israel-Hamas conflict has gone ‘beyond war’ says Pope Francis,data_in/articles\2023-11-22_2170.txt
2023,11,22,EU to boost Gaza aid amid Israel-Hamas truce,data_in/articles\2023-11-22_2171.txt
2023,11,22,No ease in human suffering in Gaza amid Israel war,data_in/articles\2023-11-22_2172.txt
2023,11,22,"Israel-Hamas war: List of key events, day 47",data_in/articles\2023-11-22_2173.txt
2023,11,22,Turkish FM: Why hasn’t Turkey completely cut ties with Israel?,data_in/articles\2023-11-22_2174.txt
2023,11,22,"Gaza truce deal: What have Hamas, Israel and Qatar said?",data_in/articles\2023-11-22_2175.txt
2023,11,22,Israel-Hamas truce deal: All that you need to know,data_in/articles\2023-11-22_2176.txt
2023,11,22,Burying the bodies of unidentified victims of Israel’s war on Gaza,data_in/articles\2023-11-22_2177.txt
2023,11,22,World reactions to Israel-Hamas truce,data_in/articles\2023-11-22_2178.txt
2023,11,22,"Israel, Hamas agree to truce, paving way for some captives’ release",data_in/articles\2023-11-22_2179.txt
2023,11,22,Israel-Hamas war updates: Palestinians buried in mass grave as truce nears,data_in/articles\2023-11-22_2180.txt
2023,11,23,Hamas says 30 killed in Israeli attack on UN school ahead of Gaza truce,data_in/articles\2023-11-23_2131.txt
2023,11,23,What are the details of the truce between Israel and Hamas?,data_in/articles\2023-11-23_2132.txt
