word,term_frequency,document_frequency,tfidf_score
battery,0,11,0.0
batting,0,2,0.0
battir,0,1,0.0
battiri,0,1,0.0
battiris,0,1,0.0
battled,0,7,0.0
battlefields,0,4,0.0
battleground,0,23,0.0
battlegrounds,0,9,0.0
battles,0,40,0.0
batshon,0,1,0.0
batsh,0,5,0.0
bats,0,1,0.0
bathtub,0,1,0.0
bathe,0,7,0.0
bathhouse,0,2,0.0
bathhouses,0,1,0.0
bathing,0,3,0.0
bathroom,0,18,0.0
bathrooms,0,6,0.0
baths,0,1,0.0
batia,0,1,0.0
batoul,0,3,0.0
batista,0,1,0.0
batn,0,2,0.0
batnaji,0,1,0.0
batniji,0,1,0.0
batnin,0,1,0.0
baton,0,9,0.0
batons,0,39,0.0
basic,0,299,0.0
bashir_caato,0,1,0.0
battling,0,21,0.0
barreira,0,1,0.0
barrelled,0,1,0.0
barrels,0,7,0.0
barren,0,9,0.0
barrera,0,1,0.0
barrett,0,3,0.0
barricade,0,3,0.0
barricaded,0,7,0.0
barricades,0,8,0.0
barricading,0,5,0.0
barrier,0,47,0.0
barriers,0,37,0.0
barring,0,14,0.0
barrister,0,8,0.0
barry,0,2,0.0
bars,0,48,0.0
barsh,0,5,0.0
barson,0,1,0.0
barrel,0,12,0.0
barred,0,54,0.0
bashir,0,11,0.0
barrasso,0,1,0.0
barnaby,0,1,0.0
barnabychuck,0,1,0.0
barnea,0,14,0.0
barnes,0,1,0.0
barnett,0,1,0.0
barometer,0,5,0.0
baron,0,1,0.0
baroness,0,3,0.0
baroud,0,4,0.0
baroukh,0,1,0.0
barq,0,1,0.0
barqa,0,1,0.0
barr,0,1,0.0
barrack,0,1,0.0
barracks,0,14,0.0
barrage,0,78,0.0
barrages,0,15,0.0
barta,0,1,0.0
bartering,0,1,0.0
barth,0,4,0.0
bartlett,0,1,0.0
baselessly,0,2,0.0
basem,0,11,0.0
basema,0,1,0.0
basement,0,6,0.0
bases,0,84,0.0
basest,0,1,0.0
bash,0,1,0.0
basha,0,2,0.0
bashar,0,49,0.0
basharchaheen,0,1,0.0
bashareport,0,1,0.0
bashasha,0,2,0.0
bashed,0,2,0.0
basheer,0,1,0.0
basher,0,2,0.0
bashi,0,3,0.0
bashing,0,1,0.0
baseless,0,30,0.0
basel_adra,0,2,0.0
basel,0,11,0.0
barzilai,0,2,0.0
bartolo,0,3,0.0
barton,0,1,0.0
bartov,0,2,0.0
baruch,0,8,0.0
baruchin,0,1,0.0
barweh,0,1,0.0
barzani,0,1,0.0
bas,0,1,0.0
basedmikelee,0,1,0.0
basaksehir,0,1,0.0
basal,0,2,0.0
basaran,0,1,0.0
basateen,0,1,0.0
basbous,0,2,0.0
base,0,152,0.0
baseball,0,2,0.0
battleships,0,2,0.0
batull,0,1,0.0
backpacking,0,1,0.0
bedding,0,8,0.0
bedier,0,3,0.0
bedlam,0,1,0.0
bedouin,0,35,0.0
bedouins,0,14,0.0
bedridden,0,2,0.0
bedrock,0,5,0.0
bedroom,0,24,0.0
bedrooms,0,7,0.0
beds,0,41,0.0
bedside,0,3,0.0
bedtime,0,1,0.0
beduya,0,1,0.0
bedwetting,0,3,0.0
bee,0,3,0.0
beeah,0,1,0.0
beef,0,6,0.0
beefed,0,5,0.0
bedecked,0,2,0.0
beddawi,0,1,0.0
beasts,0,3,0.0
bedcovers,0,1,0.0
beaten,0,102,0.0
beating,0,78,0.0
beatings,0,53,0.0
beatrice,0,1,0.0
beats,0,5,0.0
beatstars,0,1,0.0
beatty,0,1,0.0
beau,0,3,0.0
beautiful,0,64,0.0
beautifully,0,3,0.0
beauty,0,14,0.0
bechara,0,2,0.0
becker,0,8,0.0
beckett,0,2,0.0
becky,0,1,0.0
bed,0,65,0.0
bedazzled,0,1,0.0
beefing,0,1,0.0
beehive,0,1,0.0
beehives,0,1,0.0
beekeeper,0,1,0.0
befuddlement,0,1,0.0
beg,0,10,0.0
began,0,914,0.0
beget,0,1,0.0
begets,0,3,0.0
beggars,0,1,0.0
begged,0,8,0.0
begging,0,16,0.0
begin,0,150,0.0
beginning,0,271,0.0
beginnings,0,5,0.0
begins,0,50,0.0
begot,0,1,0.0
begrudged,0,1,0.0
begrudgingly,0,1,0.0
begs,0,4,0.0
begum,0,2,0.0
befriending,0,1,0.0
befriend,0,1,0.0
befitting,0,2,0.0
beersheba,0,8,0.0
beekeepers,0,1,0.0
beens,0,1,0.0
beep,0,1,0.0
beeping,0,1,0.0
beer,0,11,0.0
beeri,0,1,0.0
beersabe,0,2,0.0
beersheva,0,1,0.0
befits,0,1,0.0
bees,0,3,0.0
beesan,0,1,0.0
befall,0,3,0.0
befallen,0,4,0.0
befalling,0,3,0.0
befalls,0,1,0.0
befell,0,10,0.0
beat,0,105,0.0
beastly,0,4,0.0
bau,0,1,0.0
bayed,0,2,0.0
bayit,0,1,0.0
bayley,0,1,0.0
bayonets,0,1,0.0
bayouk,0,1,0.0
bayraktar,0,1,0.0
bayram,0,1,0.0
bays,0,59,0.0
baysontheroad,0,1,0.0
bayt,0,4,0.0
bayuk,0,1,0.0
bayy,0,1,0.0
baz,0,2,0.0
bazaars,0,1,0.0
bazour,0,1,0.0
bazzariya,0,1,0.0
bazzi,0,1,0.0
bb6dzb7xj0,0,1,0.0
bayern,0,1,0.0
baydoun,0,2,0.0
beastliness,0,1,0.0
baydar,0,3,0.0
bauble,0,1,0.0
baubles,0,1,0.0
baumel,0,1,0.0
bavar,0,1,0.0
bavaria,0,2,0.0
bawab,0,1,0.0
bawader,0,1,0.0
bawaqna,0,1,0.0
bawaqneh,0,2,0.0
bawaqta,0,1,0.0
bawsala,0,1,0.0
bay,0,11,0.0
bayadsi,0,1,0.0
bayan,0,3,0.0
bayanpalestine,0,1,0.0
baybars,0,1,0.0
bayda,0,4,0.0
bbc,0,31,0.0
bbcnews,0,1,0.0
bbcnewsnight,0,1,0.0
bbq,0,1,0.0
beak,0,1,0.0
beam,0,1,0.0
beamed,0,2,0.0
beaming,0,4,0.0
beams,0,4,0.0
bean,0,2,0.0
beans,0,9,0.0
bear,0,80,0.0
bearable,0,4,0.0
beard,0,6,0.0
bearded,0,4,0.0
bearer,0,2,0.0
bearers,0,3,0.0
bearing,0,31,0.0
bearings,0,1,0.0
bears,0,34,0.0
beast,0,2,0.0
beads,0,2,0.0
beacons,0,1,0.0
beacon,0,9,0.0
bcy2bspj6i,0,1,0.0
bc,0,5,0.0
bc0hse1yqb,0,1,0.0
bcci,0,1,0.0
bce,0,1,0.0
bchpnsjx7z,0,1,0.0
bckfe7iqfr,0,1,0.0
bcm,0,1,0.0
bcz,0,1,0.0
beachside,0,2,0.0
bds,0,48,0.0
bdsmovement,0,2,0.0
bdssuccess,0,1,0.0
be5g8tsvts,0,1,0.0
beach,0,48,0.0
beaches,0,9,0.0
beachfront,0,3,0.0
barn,0,1,0.0
barmada,0,3,0.0
barley,0,3,0.0
bakari,0,1,0.0
baked,0,3,0.0
bakeer,0,3,0.0
baker,0,14,0.0
bakeries,0,35,0.0
bakery,0,22,0.0
bakhti,0,1,0.0
baking,0,4,0.0
bakir,0,2,0.0
bakr,0,18,0.0
bakri,0,3,0.0
baksam,0,1,0.0
balad,0,9,0.0
baladi,0,2,0.0
balah,0,147,0.0
balakhiyah,0,1,0.0
balance,0,59,0.0
balanced,0,30,0.0
bake,0,6,0.0
bakarat,0,1,0.0
baidun,0,1,0.0
bakar,0,1,0.0
baig,0,1,0.0
bail,0,11,0.0
bailed,0,1,0.0
bailey,0,2,0.0
bailout,0,1,0.0
bain,0,1,0.0
baissari,0,1,0.0
bait,0,2,0.0
baiting,0,2,0.0
baixada,0,1,0.0
bajes,0,2,0.0
bajoria,0,1,0.0
bajrang,0,1,0.0
baka,0,2,0.0
bakaari,0,1,0.0
bakali,0,1,0.0
bakanlığı,0,1,0.0
balances,0,12,0.0
balancing,0,12,0.0
balata,0,25,0.0
balconies,0,2,0.0
ballgame,0,1,0.0
ballistic,0,59,0.0
ballistically,0,1,0.0
ballistics,0,3,0.0
balloon,0,7,0.0
ballooned,0,2,0.0
ballooning,0,1,0.0
balloons,0,20,0.0
ballot,0,22,0.0
ballots,0,10,0.0
ballour,0,1,0.0
ballout,0,2,0.0
ballroom,0,1,0.0
balls,0,2,0.0
ballyhooed,0,1,0.0
baloch,0,2,0.0
balochistan,0,3,0.0
ballet,0,1,0.0
ballads,0,1,0.0
ballad,0,2,0.0
balhan,0,2,0.0
balcony,0,7,0.0
bald,0,1,0.0
bald5bzybv,0,1,0.0
balding,0,1,0.0
baldwin,0,2,0.0
bales,0,1,0.0
balfour,0,19,0.0
bali,0,6,0.0
ball,0,17,0.0
balian,0,1,0.0
balibla,0,1,0.0
balkan,0,3,0.0
balkans,0,2,0.0
balkaria,0,2,0.0
balked,0,1,0.0
balkees,0,2,0.0
baier,0,1,0.0
baidoun,0,2,0.0
barlev,0,5,0.0
baconi,0,3,0.0
bacterial,0,5,0.0
bacterium,0,1,0.0
bad,0,104,0.0
badarneh,0,1,0.0
badarni,0,1,0.0
badawi,0,4,0.0
baddar,0,9,0.0
badekha,0,1,0.0
badenoch,0,1,0.0
bader,0,4,0.0
badgalriri,0,1,0.0
badge,0,3,0.0
badges,0,2,0.0
badie,0,1,0.0
badil,0,1,0.0
badly,0,85,0.0
badminton,0,1,0.0
bacteria,0,1,0.0
backyard,0,4,0.0
bahwh1b6q2,0,3,0.0
backwards,0,8,0.0
backpacks,0,4,0.0
backroom,0,1,0.0
backs,0,52,0.0
backseat,0,1,0.0
backside,0,1,0.0
backslapping,0,1,0.0
backslide,0,1,0.0
backstabbed,0,1,0.0
backstabbing,0,2,0.0
backstory,0,1,0.0
backtrack,0,7,0.0
backtracked,0,14,0.0
backtracking,0,2,0.0
backtracks,0,2,0.0
backup,0,9,0.0
backward,0,3,0.0
backwardation,0,1,0.0
badr,0,24,0.0
badran,0,1,0.0
badri,0,1,0.0
badron,0,1,0.0
bahadori,0,1,0.0
bahamas,0,9,0.0
bahar,0,1,0.0
baharav,0,2,0.0
bahczr6g8h,0,1,0.0
baher,0,4,0.0
bahgat,0,2,0.0
bahiddha,0,4,0.0
bahjat,0,1,0.0
bahloul,0,1,0.0
bahr,0,2,0.0
bahrain,0,80,0.0
bahraini,0,2,0.0
bahrainis,0,1,0.0
bahru,0,1,0.0
baht,0,2,0.0
bahtini,0,4,0.0
bahaa,0,8,0.0
baha,0,2,0.0
bah,0,11,0.0
bag,0,37,0.0
badwan,0,1,0.0
bae,0,4,0.0
baerbock,0,10,0.0
baeza,0,1,0.0
baffled,0,2,0.0
baffling,0,2,0.0
bafta,0,1,0.0
bagdad,0,1,0.0
bags,0,43,0.0
bagdadi,0,1,0.0
baggage,0,4,0.0
baghat,0,2,0.0
baghdad,0,38,0.0
baghdadi,0,3,0.0
bagheri,0,6,0.0
bagpipes,0,1,0.0
balram,0,1,0.0
baltimore,0,2,0.0
baluchestan,0,4,0.0
barbara,0,13,0.0
barbari,0,1,0.0
barbarian,0,1,0.0
barbarians,0,4,0.0
barbaric,0,52,0.0
barbarie,0,1,0.0
barbarism,0,17,0.0
barbarity,0,10,0.0
barbarous,0,3,0.0
barbecue,0,4,0.0
barbecues,0,1,0.0
barbecuing,0,1,0.0
barbed,0,6,0.0
barbeque,0,1,0.0
barbeques,0,1,0.0
barbequing,0,1,0.0
barber,0,5,0.0
barbers,0,3,0.0
barbaraleeforca,0,1,0.0
barbar,0,1,0.0
baluchistan,0,1,0.0
barbakhs,0,1,0.0
baraa,0,6,0.0
baraachit,0,1,0.0
barack,0,28,0.0
baradar,0,1,0.0
baradiyah,0,1,0.0
baragona,0,1,0.0
barahmeh,0,2,0.0
barajneh,0,7,0.0
barak,0,20,0.0
baraka,0,5,0.0
barakat,0,15,0.0
barakat_media,0,1,0.0
barakeh,0,1,0.0
barakravid,0,2,0.0
barari,0,3,0.0
barbados,0,5,0.0
barbakh,0,2,0.0
barbershop,0,2,0.0
barbes,0,2,0.0
barbie,0,2,0.0
barbing,0,1,0.0
bargains,0,1,0.0
barge,0,2,0.0
barged,0,2,0.0
barges,0,1,0.0
barghouthi,0,1,0.0
barghouti,0,66,0.0
bargouhti,0,1,0.0
bargouthi,0,1,0.0
barhoum,0,8,0.0
bari,0,1,0.0
barich,0,1,0.0
baris,0,1,0.0
bark,0,1,0.0
barkami,0,1,0.0
barkan,0,1,0.0
barkati,0,1,0.0
barker,0,2,0.0
bargaining,0,15,0.0
bargain,0,6,0.0
barest,0,1,0.0
bardawil,0,1,0.0
barbosa,0,1,0.0
barbs,0,3,0.0
barbuda,0,2,0.0
barcelona,0,12,0.0
barcena,0,1,0.0
barclays,0,1,0.0
barda,0,1,0.0
bardez,0,1,0.0
barely,0,113,0.0
bardin,0,1,0.0
bare,0,45,0.0
bared,0,2,0.0
barefaced,0,1,0.0
barefoot,0,11,0.0
barek,0,1,0.0
barel,0,2,0.0
bara,0,2,0.0
bar,0,65,0.0
baqlawa,0,1,0.0
bangs,0,2,0.0
bandera,0,1,0.0
bandiagara,0,1,0.0
bandied,0,1,0.0
bandiere,0,1,0.0
banding,0,1,0.0
bands,0,6,0.0
bandung,0,1,0.0
bandura,0,1,0.0
bandwagon,0,3,0.0
bandwidth,0,1,0.0
bang,0,6,0.0
bangalore,0,1,0.0
banged,0,4,0.0
banging,0,3,0.0
bangkok,0,6,0.0
bangladesh,0,11,0.0
bangladeshi,0,1,0.0
bandar,0,1,0.0
bandaid,0,1,0.0
bandaging,0,1,0.0
banal,0,4,0.0
bambos,0,1,0.0
bambos_mp,0,1,0.0
bame,0,1,0.0
bamya,0,1,0.0
ban,0,144,0.0
banadora,0,1,0.0
banai,0,1,0.0
banality,0,2,0.0
bandages,0,4,0.0
banana,0,1,0.0
bananas,0,1,0.0
banat,0,10,0.0
band,0,12,0.0
banda,0,1,0.0
bandage,0,3,0.0
bandaged,0,6,0.0
bangor,0,1,0.0
bangsamoro,0,1,0.0
baqir,0,1,0.0
bani,0,16,0.0
banners,0,59,0.0
banning,0,32,0.0
bannoura,0,2,0.0
banquets,0,1,0.0
bans,0,47,0.0
bantam,0,1,0.0
bantustan,0,3,0.0
bantustans,0,6,0.0
bao,0,1,0.0
baparkr,0,1,0.0
baptised,0,2,0.0
baptism,0,1,0.0
baptismal,0,1,0.0
baptist,0,12,0.0
baqa,0,9,0.0
baqaa,0,1,0.0
baqai,0,1,0.0
banner,0,33,0.0
banned,0,151,0.0
bannat,0,1,0.0
banking,0,12,0.0
banias,0,2,0.0
banish,0,1,0.0
banishing,0,1,0.0
baniyas,0,2,0.0
banka,0,1,0.0
banked,0,1,0.0
banker,0,2,0.0
banknotes,0,1,0.0
banna,0,1,0.0
bankroll,0,1,0.0
bankrolled,0,4,0.0
bankrolling,0,1,0.0
bankrupt,0,5,0.0
bankruptcy,0,8,0.0
banks,0,23,0.0
banksy,0,1,0.0
ashok,0,3,0.0
ashkinan,0,1,0.0
aker,0,3,0.0
ambit,0,1,0.0
ambitions,0,21,0.0
ambitious,0,13,0.0
ambivalence,0,1,0.0
ambivalent,0,3,0.0
ambles,0,1,0.0
ambos,0,1,0.0
ambrey,0,14,0.0
ambulance,0,124,0.0
ambulances,0,183,0.0
ambush,0,14,0.0
ambushed,0,12,0.0
ambushes,0,9,0.0
ambyo,0,1,0.0
amd,0,1,0.0
amed,0,1,0.0
ameed,0,1,0.0
ameen,0,5,0.0
ambition,0,7,0.0
ambiguous,0,8,0.0
amassed,0,17,0.0
ambiguity,0,9,0.0
amassing,0,7,0.0
amateur,0,7,0.0
amateurish,0,2,0.0
amateurs,0,2,0.0
amatzya,0,1,0.0
amaze,0,2,0.0
amazed,0,5,0.0
amazing,0,11,0.0
amazon,0,3,0.0
amb,0,2,0.0
ambassador,0,243,0.0
ambassadors,0,34,0.0
ambassadorships,0,1,0.0
amber,0,2,0.0
ambherzog,0,1,0.0
ambience,0,1,0.0
ambiguities,0,1,0.0
ameer,0,8,0.0
ameja,0,1,0.0
amelia,0,2,0.0
ameliorate,0,1,0.0
amicable,0,2,0.0
amicably,0,1,0.0
amichai,0,5,0.0
amichay,0,1,0.0
amid,0,894,0.0
amidror,0,1,0.0
amidst,0,27,0.0
amiel,0,1,0.0
amihai,0,2,0.0
amim,0,11,0.0
amin,0,14,0.0
amina,0,7,0.0
amine,0,1,0.0
amini,0,2,0.0
amir,0,37,0.0
amira,0,9,0.0
amirabdolahian,0,3,0.0
amicability,0,1,0.0
amiable,0,1,0.0
ami,0,9,0.0
amends,0,4,0.0
amen,0,3,0.0
amena,0,1,0.0
amenable,0,1,0.0
amend,0,4,0.0
amended,0,14,0.0
amendment,0,34,0.0
amendments,0,8,0.0
amenities,0,3,0.0
amherst,0,2,0.0
amer,0,35,0.0
america,0,164,0.0
americana,0,2,0.0
americanised,0,1,0.0
americans,0,210,0.0
americas,0,5,0.0
ames,0,1,0.0
amassi,0,1,0.0
amass,0,1,0.0
amiram,0,1,0.0
alternated,0,2,0.0
alternative,0,94,0.0
alternatively,0,1,0.0
alternatives,0,18,0.0
alterrados,0,1,0.0
alters,0,1,0.0
althebhawy,0,1,0.0
altitude,0,4,0.0
altitudes,0,1,0.0
altnews,0,1,0.0
alto,0,1,0.0
altogether,0,46,0.0
altruism,0,3,0.0
altruistic,0,3,0.0
altun,0,1,0.0
alul,0,2,0.0
alum,0,1,0.0
alumim,0,2,0.0
alternately,0,2,0.0
alternate,0,5,0.0
amarneh,0,2,0.0
alterman,0,2,0.0
alshanti,0,2,0.0
alsharif,0,1,0.0
alsheikh,0,3,0.0
alshifa,0,1,0.0
alshrafi,0,1,0.0
alsisiofficial,0,2,0.0
alsoos,0,1,0.0
alsoud,0,1,0.0
alstom,0,1,0.0
alt,0,1,0.0
altaf,0,1,0.0
altar,0,4,0.0
alter,0,19,0.0
altercation,0,4,0.0
altercations,0,1,0.0
altered,0,11,0.0
altering,0,13,0.0
aluminium,0,8,0.0
alumn,0,1,0.0
alumni,0,5,0.0
alumnus,0,1,0.0
amalek,0,10,0.0
amalekites,0,2,0.0
amali,0,5,0.0
aman,0,1,0.0
amana,0,1,0.0
amanda,0,2,0.0
amani,0,7,0.0
amaninthesun,0,1,0.0
amanpour,0,2,0.0
amany,0,7,0.0
amanykhalefa,0,1,0.0
amar,0,6,0.0
amara,0,2,0.0
amare,0,1,0.0
amareen,0,1,0.0
amari,0,7,0.0
amarillo,0,1,0.0
amal,0,40,0.0
amad,0,3,0.0
amac,0,1,0.0
alya,0,3,0.0
alvarez,0,86,0.0
alwadi,0,1,0.0
alwan,0,4,0.0
alwaneh,0,2,0.0
alwasil,0,1,0.0
alwein,0,1,0.0
alwer,0,6,0.0
alyacoubisaid,0,1,0.0
ama,0,2,0.0
alyan,0,3,0.0
alyazji,0,1,0.0
alyiah,0,1,0.0
alyukov,0,1,0.0
alzaem,0,1,0.0
alzayat,0,2,0.0
alzheimer,0,2,0.0
amirabdollahian,0,25,0.0
amiran,0,1,0.0
alser,0,3,0.0
anbar,0,2,0.0
anc,0,12,0.0
ancestor,0,1,0.0
ancestors,0,23,0.0
ancestral,0,29,0.0
ancestry,0,2,0.0
anchor,0,10,0.0
anchored,0,9,0.0
anchors,0,3,0.0
ancianos,0,1,0.0
ancient,0,48,0.0
ancillary,0,1,0.0
ancona,0,1,0.0
andaleeb,0,1,0.0
andalus,0,1,0.0
andani,0,1,0.0
anders,0,1,0.0
anderson,0,3,0.0
anbousi,0,1,0.0
anatot,0,3,0.0
analyse,0,6,0.0
anatomy,0,5,0.0
analyses,0,13,0.0
analysing,0,9,0.0
analysis,0,131,0.0
analytic,0,1,0.0
analytical,0,3,0.0
analytics,0,6,0.0
anamik,0,1,0.0
anan,0,4,0.0
anand,0,1,0.0
anani,0,1,0.0
anarchy,0,1,0.0
anas,0,20,0.0
anassarwar,0,1,0.0
anastasia,0,1,0.0
anastasiia,0,2,0.0
anata,0,4,0.0
anathema,0,1,0.0
andorra,0,2,0.0
andra,0,1,0.0
andrabi,0,4,0.0
andre,0,7,0.0
anelise,0,7,0.0
aner,0,1,0.0
anera,0,3,0.0
anesthetist,0,2,0.0
anew,0,4,0.0
anga,0,1,0.0
angel,0,2,0.0
angela,0,10,0.0
angeles,0,22,0.0
angelina,0,1,0.0
angelique,0,1,0.0
angelita,0,1,0.0
angels,0,3,0.0
anger,0,207,0.0
angered,0,37,0.0
angering,0,10,0.0
angers,0,2,0.0
anecdote,0,1,0.0
anebtawi,0,1,0.0
anealla,0,1,0.0
andrian,0,1,0.0
andrea,0,10,0.0
andreas,0,7,0.0
andres,0,8,0.0
andrew,0,13,0.0
andrewogles,0,1,0.0
andrews,0,2,0.0
andrey,0,1,0.0
andrii,0,1,0.0
andyratto,0,1,0.0
android,0,1,0.0
andrzej,0,3,0.0
andré,0,3,0.0
andrés,0,3,0.0
ands,0,1,0.0
andthat,0,1,0.0
andy,0,13,0.0
analysed,0,20,0.0
analogy,0,5,0.0
amireh,0,1,0.0
amnon,0,1,0.0
amokhallalati,0,1,0.0
amoral,0,1,0.0
amos,0,12,0.0
amoud,0,3,0.0
amoul,0,1,0.0
amounted,0,23,0.0
amounting,0,24,0.0
amouri,0,1,0.0
amp,0,2,0.0
ampalestine,0,1,0.0
amphibian,0,1,0.0
amphibious,0,2,0.0
amphitheatre,0,1,0.0
ampicillin,0,1,0.0
ample,0,10,0.0
amplification,0,3,0.0
amplified,0,17,0.0
amok,0,1,0.0
amnestypress,0,1,0.0
analogue,0,1,0.0
amnestyar,0,1,0.0
amiretemadi,0,1,0.0
amiridiwan,0,1,0.0
amiss,0,1,0.0
amit,0,1,0.0
amity,0,3,0.0
amjad,0,21,0.0
ammar,0,24,0.0
ammar_mufleh,0,1,0.0
ammars,0,1,0.0
ammo,0,1,0.0
ammonia,0,1,0.0
ammonium,0,2,0.0
ammunition,0,160,0.0
ammunitions,0,4,0.0
amna,0,9,0.0
amneh,0,3,0.0
amnesia,0,2,0.0
amplifiers,0,1,0.0
amplifies,0,3,0.0
amplify,0,18,0.0
amplifying,0,2,0.0
anaam,0,2,0.0
anab,0,1,0.0
anabel,0,1,0.0
anabta,0,1,0.0
anachronism,0,1,0.0
anadolu,0,24,0.0
anaemia,0,4,0.0
anaesthesia,0,14,0.0
anaesthesiology,0,1,0.0
anaesthetic,0,4,0.0
anaesthetics,0,6,0.0
anaesthetised,0,1,0.0
anais,0,1,0.0
anaji,0,1,0.0
analgesics,0,1,0.0
analogies,0,2,0.0
analogous,0,2,0.0
ana,0,6,0.0
amy,0,29,0.0
amusement,0,2,0.0
amr,0,13,0.0
amplitude,0,1,0.0
amply,0,1,0.0
amputate,0,6,0.0
amputation,0,5,0.0
amputations,0,10,0.0
amputee,0,2,0.0
amputees,0,8,0.0
amra,0,3,0.0
amused,0,2,0.0
amro,0,11,0.0
amsalem,0,2,0.0
amsheh,0,2,0.0
amsterdam,0,4,0.0
amud,0,1,0.0
amuri,0,1,0.0
amuse,0,1,0.0
alshaer,0,1,0.0
alsalem,0,2,0.0
ashkenazy,0,1,0.0
aldbas,0,1,0.0
alderman,0,1,0.0
alderwoman,0,1,0.0
aldilla,0,2,0.0
aldirdasawii,0,1,0.0
aldos,0,1,0.0
aldosari,0,8,0.0
aldraimli,0,1,0.0
aldrich,0,1,0.0
ale,0,6,0.0
alec,0,1,0.0
alecso,0,1,0.0
aleef,0,1,0.0
aleen,0,1,0.0
alegre,0,1,0.0
alegria,0,2,0.0
alejandra,0,1,0.0
alejandro,0,3,0.0
aldema,0,1,0.0
aldaye,0,1,0.0
albert,0,6,0.0
aldana,0,1,0.0
albertini,0,1,0.0
alberto,0,6,0.0
albion,0,1,0.0
albomp,0,2,0.0
alborz,0,2,0.0
albu,0,1,0.0
albudairi,0,1,0.0
albudaiwi,0,1,0.0
albudeiri,0,1,0.0
albukhaiti,0,1,0.0
album,0,1,0.0
albums,0,1,0.0
albuquerque,0,1,0.0
albus,0,1,0.0
albusaidi,0,2,0.0
alchemy,0,1,0.0
aldahhak,0,1,0.0
aleksandar,0,1,0.0
aleksander,0,1,0.0
aleksey,0,1,0.0
alekseyevich,0,1,0.0
alfatah,0,1,0.0
alfred,0,1,0.0
alfredo,0,1,0.0
algeria,0,41,0.0
algerian,0,20,0.0
algerians,0,2,0.0
algeriaun,0,1,0.0
alghashian,0,3,0.0
alghefari,0,1,0.0
alghoul,0,2,0.0
algiers,0,10,0.0
algorithm,0,5,0.0
algorithmic,0,1,0.0
algorithms,0,5,0.0
alhadji,0,1,0.0
alhafeez,0,1,0.0
alhamadni,0,1,0.0
alfarra,0,1,0.0
alexis,0,1,0.0
alexandria,0,42,0.0
alertness,0,2,0.0
alekseyevna,0,1,0.0
aleli,0,1,0.0
aleligne,0,1,0.0
aleppo,0,23,0.0
alert,0,36,0.0
alerted,0,2,0.0
alerting,0,3,0.0
alerts,0,3,0.0
alexandre,0,1,0.0
alessandra,0,2,0.0
alessandro,0,2,0.0
alex,0,100,0.0
alexander,0,19,0.0
alexanderdecroo,0,1,0.0
alexanderplatz,0,1,0.0
alexandra,0,88,0.0
alberta,0,1,0.0
albeit,0,35,0.0
alhamdolliah,0,1,0.0
akr,0,1,0.0
akrotiri,0,1,0.0
akshaya,0,2,0.0
al_karama,0,1,0.0
ala,0,4,0.0
alaa,0,39,0.0
alaadaraghme,0,1,0.0
alaaraj,0,1,0.0
alabama,0,7,0.0
aladnan,0,1,0.0
alaf,0,1,0.0
alafranji,0,1,0.0
alagha,0,1,0.0
alahmad,0,1,0.0
alain,0,2,0.0
alajoni,0,1,0.0
alalami,0,1,0.0
alam,0,6,0.0
akram,0,19,0.0
akp,0,1,0.0
albast,0,6,0.0
akleh,0,219,0.0
akevot,0,1,0.0
akh3cilggn,0,1,0.0
akhand,0,1,0.0
akhleh,0,1,0.0
akhmad,0,3,0.0
akhras,0,3,0.0
akhsan,0,1,0.0
akhtah,0,1,0.0
akhtar,0,2,0.0
akhter,0,1,0.0
akila,0,3,0.0
akin,0,19,0.0
akiva,0,14,0.0
akka,0,6,0.0
akkad,0,2,0.0
akkadian,0,1,0.0
akkas,0,1,0.0
alami,0,3,0.0
alamin,0,1,0.0
alammar,0,1,0.0
alamo,0,2,0.0
alatel,0,1,0.0
alavi,0,1,0.0
alawi,0,1,0.0
alawieh,0,3,0.0
alawneh,0,4,0.0
alayan,0,1,0.0
alayans,0,1,0.0
alba,0,1,0.0
albalah,0,1,0.0
albanese,0,49,0.0
albanez,0,3,0.0
albania,0,7,0.0
albanians,0,1,0.0
albanna,0,1,0.0
albano,0,1,0.0
albares,0,7,0.0
albarez,0,1,0.0
alastair,0,2,0.0
alaska,0,1,0.0
alasimannews,0,1,0.0
alarayshis,0,1,0.0
alan,0,36,0.0
alanna,0,2,0.0
alanya,0,2,0.0
alaqmeh,0,1,0.0
alaqsa,0,1,0.0
alaqsaflood,0,1,0.0
alarayshi,0,1,0.0
alareer,0,5,0.0
alashqar,0,3,0.0
alarm,0,85,0.0
alarmed,0,29,0.0
alarming,0,37,0.0
alarmingly,0,4,0.0
alarmist,0,1,0.0
alarms,0,5,0.0
alas,0,8,0.0
alhambra,0,2,0.0
alhaq_org,0,6,0.0
alsahli,0,1,0.0
allocation,0,10,0.0
allon,0,2,0.0
allotment,0,1,0.0
allotted,0,2,0.0
allouh,0,1,0.0
allowance,0,2,0.0
allowances,0,3,0.0
allowing,0,196,0.0
allows,0,131,0.0
alluded,0,5,0.0
alluding,0,8,0.0
ally,0,323,0.0
allying,0,2,0.0
alma,0,10,0.0
almadhoun,0,1,0.0
almagor,0,1,0.0
almajaida,0,1,0.0
almajedat,0,1,0.0
alloh,0,1,0.0
allocating,0,2,0.0
alles,0,1,0.0
allocates,0,2,0.0
alleviating,0,3,0.0
alleviation,0,1,0.0
alley,0,2,0.0
